,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
5841,39662142,https://www.airbnb.com/rooms/39662142,2025-06-20,city scrape,Apartment close to K'damm and Gedächtniskirche,541920443,https://www.airbnb.com/users/show/541920443,Angelika,2023-10-15,,,,,f,,2.0,2.0,['email'],f,t,,Düsseldorfer Straße,Charlottenburg-Wilm.,52.49866,13.33448,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Patio or balcony"", ""Free parking on premises"", ""Hangers"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Private entrance"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Stove"", ""Dishes and silverware""]",$101.00,5,60,5.0,1125.0,1,14,28,274,109,164,16564.0,4.61,4.66,4.88,4.61,1.6
6457,43754076,https://www.airbnb.com/rooms/43754076,2025-06-20,city scrape,Beautiful studio in trendy area for living,543216170,https://www.airbnb.com/users/show/543216170,Anton,2023-10-24,"Berlin, Germany",,,,f,,1.0,1.0,"['email', 'phone']",t,t,,Schillerpromenade,Neukölln,52.4742,13.42548,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Hangers"", ""Wifi"", ""Hair dryer"", ""Crib"", ""Heating"", ""Self check-in"", ""Washer"", ""Lockbox"", ""Private entrance"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Shampoo""]",$44.00,93,360,93.0,360.0,0,0,0,261,10,0,0.0,4.9,4.8,4.9,4.7,0.17
6835,47487436,https://www.airbnb.com/rooms/47487436,2025-06-21,previous scrape,"4 rooms, central, favoured area, max 8 p",383320258,https://www.airbnb.com/users/show/383320258,浩然,2021-01-06,,,,,f,,1.0,1.0,"['email', 'phone']",t,t,,Schöneberg-Nord,Tempelhof - Schöneberg,52.49771,13.35188,Entire rental unit,Entire home/apt,8,,2 baths,4.0,,"[""Free parking on premises"", ""Wifi"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""First aid kit"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Washer"", ""Hot tub"", ""Essentials"", ""Kitchen""]",,92,1125,92.0,1125.0,0,0,0,0,0,0,,,,,,
6836,47488393,https://www.airbnb.com/rooms/47488393,2025-06-20,city scrape,Peaceful room between downtown and Airport,383327394,https://www.airbnb.com/users/show/383327394,Willi,2021-01-06,"Berlin, Germany",,,81%,t,,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Johannisthal,Treptow - Köpenick,52.45409,13.50393,Private room in rental unit,Private room,2,2.0,2 shared baths,1.0,1.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""48 inch HDTV with Amazon Prime Video, Netflix, DVD player"", ""Stainless steel double oven"", ""Garden view"", ""Laundromat nearby"", ""Hot water"", ""Lock on bedroom door"", ""Freezer"", ""Sun loungers"", ""Cooking basics"", ""Lockbox"", ""Outdoor furniture"", ""Free parking on premises"", ""Baking sheet"", ""Self check-in"", ""Bathtub"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Clothing storage: closet"", ""Refrigerator"", ""Bed linens"", ""Ethernet connection"", ""Hammock"", ""Long term stays allowed"", ""Smoking allowed"", ""Hangers"", ""Fire pit"", ""Coffee maker: espresso machine, Keurig coffee machine"", ""Microwave"", ""Barbecue utensils"", ""Hot water kettle"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Coffee"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""BBQ grill"", ""Dining table"", ""Ping pong table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Bosch stainless steel induction stove"", ""Dishes and silverware""]",$40.00,30,1125,30.0,1125.0,0,0,12,107,66,255,10200.0,4.88,4.85,4.71,4.79,2.69
6839,47742881,https://www.airbnb.com/rooms/47742881,2025-06-21,city scrape,160m² Rooftop Penthouse with parking&terrace,384672418,https://www.airbnb.com/users/show/384672418,Lev,2021-01-15,"Berlin, Germany",within an hour,100%,86%,f,,1.0,1.0,"['email', 'phone']",t,t,,Prenzlauer Berg Südwest,Pankow,52.53850555419922,13.40598201751709,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Outdoor playground"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Laundromat nearby"", ""Hot water"", ""TV"", ""Freezer"", ""EV charger"", ""Paid parking garage on premises \u2013 1 space"", ""City skyline view"", ""Children\u2019s dinnerware"", ""Record player"", ""Cooking basics"", ""Outdoor furniture"", ""Free dryer \u2013 In building"", ""Elevator"", ""Baking sheet"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""High chair"", ""Ethernet connection"", ""Crib"", ""Body soap"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Coffee maker: espresso machine"", ""Baby safety gates"", ""Portable fans"", ""Siemens refrigerator"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Private entrance"", ""Books and reading material"", ""Clothing storage: walk-in closet and wardrobe"", ""Coffee"", ""Courtyard view"", ""Extra pillows and blankets"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Induction stove"", ""Scholt\u00e8s stainless steel oven"", ""Dining table"", ""Indoor fireplace"", ""Room-darkening shades"", ""Children's playroom"", ""Toaster"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$646.00,2,1125,2.0,1125.0,17,47,75,345,18,38,24548.0,5.0,5.0,5.0,4.78,0.38
6843,47791220,https://www.airbnb.com/rooms/47791220,2025-06-21,previous scrape,10 Minuten von Hauptbahnhof zu Fuß+Berlin Zentral,385197336,https://www.airbnb.com/users/show/385197336,Hasan,2021-01-19,"Berlin, Germany",,,95%,t,,1.0,1.0,['phone'],t,t,,Moabit Ost,Mitte,52.52241,13.35536,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Iron"", ""Outdoor shower"", ""Private patio or balcony"", ""Cleaning products"", ""Game console: Xbox One"", ""Oven"", ""BBQ grill: electric"", ""Hot water"", ""Washer"", ""Lock on bedroom door"", ""Freezer"", ""Cooking basics"", ""Elevator"", ""Breakfast"", ""Bathtub"", ""Shower gel"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire pit"", ""Fire extinguisher"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Stove"", ""Coffee"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dining table"", ""Toaster"", ""Paid parking off premises"", ""Dishwasher"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",,1,30,1.0,1125.0,0,0,0,100,51,176,,4.86,4.67,4.84,4.78,1.14
6846,47868494,https://www.airbnb.com/rooms/47868494,2025-06-21,previous scrape,Komplette Dachgeschosswohnung in bester Lage,385849724,https://www.airbnb.com/users/show/385849724,Carla Mareike,2021-01-24,"Berlin, Germany",,,,f,,1.0,2.0,"['email', 'phone']",t,t,,Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.50886,13.45313,Entire rental unit,Entire home/apt,6,,2 baths,3.0,,"[""Iron"", ""Cleaning products"", ""Wifi"", ""Oven"", ""Hot water"", ""Washer"", ""Freezer"", ""Cooking basics"", ""Outdoor furniture"", ""Patio or balcony"", ""Baking sheet"", ""Bathtub"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Clothing storage"", ""Hot water kettle"", ""Essentials"", ""Stove"", ""Pets allowed"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",,92,1125,92.0,1125.0,0,0,0,0,1,0,,5.0,5.0,5.0,5.0,0.02
6863,48182109,https://www.airbnb.com/rooms/48182109,2025-06-21,previous scrape,Beautiful designer Apartment in BEST Location,388706560,https://www.airbnb.com/users/show/388706560,Sina Sven,2021-02-15,,a few days or more,0%,31%,f,,1.0,1.0,"['phone', 'work_email']",t,t,"Berlin, Germany",Alexanderplatz,Mitte,52.52883,13.39467,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Wifi"", ""Washer"", ""Hot water"", ""TV"", ""Dishes and silverware"", ""Cooking basics"", ""Baking sheet"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Coffee maker: espresso machine, Nespresso"", ""Long term stays allowed"", ""Hangers"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Coffee"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Clothing storage: wardrobe"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Electric stove""]",,92,365,92.0,365.0,0,19,30,213,4,0,,5.0,4.75,5.0,5.0,0.08
6865,48224883,https://www.airbnb.com/rooms/48224883,2025-06-21,city scrape,Shipotel-Eastern Boat/2nd Class Double bed cabin,387881813,https://www.airbnb.com/users/show/387881813,"Shipotel-Berlin,",2021-02-09,"Berlin, Germany",within an hour,100%,100%,f,,4.0,4.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,52.5033,13.4443,Private room in boat,Private room,2,1.0,1 private bath,1.0,0.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Laundromat nearby"", ""Hot water"", ""First aid kit"", ""Smoke alarm"", ""Bed linens"", ""Crib"", ""Body soap"", ""Smoking allowed"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Waterfront"", ""Lake access"", ""Portable fans"", ""Hot water kettle"", ""Exterior security cameras on property"", ""Essentials"", ""Private entrance"", ""Board games"", ""Luggage dropoff allowed"", ""Outlet covers"", ""Heating"", ""Dining table"", ""Indoor fireplace"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Dishes and silverware""]",$123.00,1,30,1.4,74.4,23,53,79,251,28,126,15498.0,4.61,4.32,4.89,4.21,0.59
6870,48290893,https://www.airbnb.com/rooms/48290893,2025-06-20,city scrape,"Near to Airport BER, Tesla, Adlershof & CityCenter",387607284,https://www.airbnb.com/users/show/387607284,Tobias,2021-02-07,"Berlin, Germany",a few days or more,0%,60%,f,,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Johannisthal,Treptow - Köpenick,52.44416,13.50225,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Cleaning products"", ""Wifi"", ""Free street parking"", ""Hot water"", ""EV charger"", ""Freezer"", ""Cooking basics"", ""Baking sheet"", ""Bathtub"", ""Shower gel"", ""Smoke alarm"", ""Bed linens"", ""Single level home"", ""Shampoo"", ""Hangers"", ""Hot water kettle"", ""Essentials"", ""Coffee"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Heating"", ""Dining table"", ""Im K\u00fchlschrank steht ein Fach f\u00fcr Dich zur Verf\u00fcgung. refrigerator"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Toaster"", ""Dishwasher"", ""Blender"", ""Kitchen"", ""Dishes and silverware""]",$80.00,2,21,2.0,21.0,28,58,88,178,24,88,7040.0,5.0,5.0,4.92,5.0,0.46
6872,48309575,https://www.airbnb.com/rooms/48309575,2025-06-20,city scrape,"Klimafreundliches Appartment, ideal angebunden",389180245,https://www.airbnb.com/users/show/389180245,Christoph,2021-02-19,"Berlin, Germany",within an hour,100%,100%,t,,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Teltower Damm,Steglitz - Zehlendorf,52.43157,13.27124,Entire vacation home,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Iron"", ""Washer \u2013\u00a0In building"", ""Outdoor playground"", ""Free street parking"", ""Garden view"", ""Hot water"", ""Standalone high chair - always at the listing"", ""Cooking basics"", ""Lockbox"", ""Electric stove"", ""Outdoor furniture"", ""Self check-in"", ""Private backyard \u2013 Fully fenced"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""HDTV"", ""Ethernet connection"", ""Free driveway parking on premises \u2013 1 space"", ""Shampoo"", ""Body soap"", ""Hangers"", ""Safe"", ""Fire extinguisher"", ""Kitchen"", ""Microwave"", ""Hot water kettle"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Drying rack for clothing"", ""Essentials"", ""Fast wifi \u2013 57 Mbps"", ""Books and reading material"", ""Private entrance"", ""BBQ grill: charcoal"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Exercise equipment"", ""Ping pong table"", ""Bikes"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",$90.00,2,60,2.4,60.0,8,21,44,215,89,255,22950.0,4.93,4.93,4.83,4.71,2.1
6874,48343202,https://www.airbnb.com/rooms/48343202,2025-06-20,city scrape,"Ferienhaus Püttbergeweg, Berlin",384510138,https://www.airbnb.com/users/show/384510138,Ritesh,2021-01-14,"Zürich, Switzerland",within an hour,100%,94%,f,,398.0,494.0,"['email', 'phone']",t,t,,Rahnsdorf/Hessenwinkel,Treptow - Köpenick,52.44213,13.69871,Entire townhouse,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Hangers"", ""Wifi"", ""Coffee maker"", ""BBQ grill"", ""Heating"", ""Oven"", ""Dining table"", ""Indoor fireplace"", ""Freezer"", ""Private entrance"", ""Pool"", ""Hot water kettle"", ""Toaster"", ""TV with standard cable"", ""Crib"", ""Kitchen"", ""Dedicated workspace""]",$70.00,1,28,2.6,25.3,30,53,83,358,2,0,0.0,5.0,5.0,4.0,5.0,0.05
