,id,listing_url,last_scraped,source,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month
182,511935,https://www.airbnb.com/rooms/511935,2025-06-20,city scrape,high standard 170sqm rooftop w/2ter in Schöneberg,2494425,https://www.airbnb.com/users/show/2494425,Manuel,2012-05-29,"Berlin, Germany",within a day,100%,22%,f,Schöneberg,2.0,2.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Schöneberg-Süd,Tempelhof - Schöneberg,52.48916,13.35058,Entire rental unit,Entire home/apt,4,2.5,2.5 baths,2.0,2.0,"[""Iron"", ""Wifi"", ""Oven"", ""Hot water"", ""Washer"", ""Freezer"", ""Record player"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Shower gel"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""HDTV with Netflix, standard cable"", ""Single level home"", ""Ethernet connection"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Smoking allowed"", ""Hangers"", ""Microwave"", ""Portable fans"", ""Essentials"", ""Stove"", ""Pets allowed"", ""Sony / Panasonic sound system with Bluetooth and aux"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Piano"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$299.00,4,90,4.0,90.0,3,11,12,274,94,25,7475.0,4.96,4.89,4.95,4.88,0.6
189,542674,https://www.airbnb.com/rooms/542674,2025-06-21,previous scrape,Nice room in Berlin Schöneberg,1026735,https://www.airbnb.com/users/show/1026735,Wolfgang,2011-08-27,"Berlin, Germany",within a day,100%,18%,f,Schöneberg,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Schöneberg-Nord,Tempelhof - Schöneberg,52.49081,13.34785,Private room in condo,Private room,2,,1 shared bath,1.0,,"[""Patio or balcony"", ""Smoking allowed"", ""Wifi"", ""Smoke alarm"", ""Hot water"", ""Central heating"", ""Dedicated workspace""]",,3,10,3.0,10.0,4,4,5,5,56,25,,4.85,4.8,4.95,4.84,0.35
190,545037,https://www.airbnb.com/rooms/545037,2025-06-21,previous scrape,ROOF TERRACE DREAM CHARLOTTENBURG,2690936,https://www.airbnb.com/users/show/2690936,Britt,2012-06-20,"Munich, Germany",within a day,100%,19%,t,Charlottenburg,5.0,5.0,"['email', 'phone']",t,f,"Berlin, Germany",Neue Kantstraße,Charlottenburg-Wilm.,52.50585,13.29594,Entire rental unit,Entire home/apt,1,,1 bath,1.0,,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Hot water"", ""Washer"", ""Freezer"", ""Central heating"", ""Sun loungers"", ""Cooking basics"", ""Outdoor furniture"", ""Sound system"", ""Elevator"", ""Baking sheet"", ""Bathtub"", ""First aid kit"", ""Free dryer"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""TV with standard cable"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Microwave"", ""Stainless steel oven"", ""Hot water kettle"", ""Essentials"", ""Private entrance"", ""Stove"", ""Coffee"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dishwasher"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Clothing storage: wardrobe"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dishes and silverware""]",,92,92,92.0,92.0,23,53,83,83,4,0,,5.0,4.75,5.0,5.0,0.03
191,559794,https://www.airbnb.com/rooms/559794,2025-06-20,city scrape,Bright & Playful Writers Apartment in Neukölln,2746801,https://www.airbnb.com/users/show/2746801,Carolin,2012-06-26,"Berlin, Germany",within a day,71%,27%,f,Neukölln,1.0,1.0,['phone'],t,t,"Berlin, Germany",Schillerpromenade,Neukölln,52.4789,13.42376,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,0.0,"[""Iron"", ""Private patio or balcony"", ""Wifi"", ""Washer"", ""Hot water"", ""Freezer"", ""Cooking basics"", ""Record player"", ""Baking sheet"", ""Paid street parking off premises"", ""Bathtub"", ""Rice maker"", ""Smoke alarm"", ""Refrigerator"", ""Smeg stainless steel oven"", ""Body soap"", ""Hangers"", ""Smeg stainless steel stove"", ""Barbecue utensils"", ""Portable fans"", ""Hot water kettle"", ""Essentials"", ""Board games"", ""Coffee"", ""Hair dryer"", ""Dishwasher"", ""Heating"", ""Coffee maker"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$114.00,4,30,4.0,30.0,8,13,28,115,11,0,0.0,5.0,5.0,4.7,4.7,0.07
231,700806,https://www.airbnb.com/rooms/700806,2025-06-20,city scrape,"Room (11m2) in a charming apartment, Berlin",3595382,https://www.airbnb.com/users/show/3595382,Vincent,2012-09-17,"Berlin, Germany",within a day,90%,50%,t,Schöneberg,1.0,1.0,['phone'],t,t,"Berlin, Germany",Schöneberg-Nord,Tempelhof - Schöneberg,52.49211,13.36937,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""Washer"", ""TV"", ""Lock on bedroom door"", ""Freezer"", ""Coffee maker: drip coffee maker, espresso machine"", ""Cooking basics"", ""Baking sheet"", ""Bathtub"", ""Carbon monoxide alarm"", ""First aid kit"", ""Smoke alarm"", ""Clothing storage: closet"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Body soap"", ""Long term stays allowed"", ""Hangers"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Books and reading material"", ""Stove"", ""Coffee"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$63.00,3,729,4.0,729.0,25,48,77,347,161,176,11088.0,4.88,4.93,4.81,4.88,1.04
234,703900,https://www.airbnb.com/rooms/703900,2025-06-21,city scrape,Bright and big room at Kreuzberg,3614852,https://www.airbnb.com/users/show/3614852,Sharon,2012-09-19,"Berlin, Germany",within a day,100%,86%,t,Kreuzberg,1.0,3.0,"['email', 'phone']",t,t,"Berlin, Germany",Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.48981,13.4216,Private room in condo,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Wifi"", ""Oven"", ""Washer"", ""Hot water"", ""Freezer"", ""EV charger"", ""Cooking basics"", ""Bathtub"", ""Smoke alarm"", ""Clothing storage: closet"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Coffee maker: espresso machine"", ""Drying rack for clothing"", ""Essentials"", ""Extra pillows and blankets"", ""Host greets you"", ""Dishwasher"", ""Heating"", ""Room-darkening shades"", ""Dedicated workspace"", ""Blender"", ""Kitchen"", ""Dishes and silverware""]",$65.00,3,6,3.0,6.0,10,32,61,147,95,227,14755.0,4.87,4.84,4.88,4.74,0.61
236,714312,https://www.airbnb.com/rooms/714312,2025-06-20,city scrape,Sunny Apartment near subway WIFI,3678837,https://www.airbnb.com/users/show/3678837,Oksana Und Mihail,2012-09-26,"Berlin, Germany",within a day,50%,33%,f,Gropiusstadt,1.0,2.0,['phone'],t,t,"Berlin, Germany",Gropiusstadt,Neukölln,52.43166,13.4549,Entire rental unit,Entire home/apt,1,1.0,1 bath,0.0,1.0,"[""Free street parking"", ""Oven"", ""Hot water"", ""Cooking basics"", ""Patio or balcony"", ""Free parking on premises"", ""Elevator"", ""Shower gel"", ""Refrigerator"", ""Paid washer \u2013 In unit"", ""Hangers"", ""Essentials"", ""Stove"", ""Host greets you"", ""Heating"", ""Paid parking off premises"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$40.00,180,365,180.0,365.0,0,0,17,292,241,0,0.0,4.65,4.83,4.45,4.68,1.66
242,739363,https://www.airbnb.com/rooms/739363,2025-06-20,city scrape,Alt Britz - eine zentral gelegene Großstadt-Oase,3897971,https://www.airbnb.com/users/show/3897971,Melitta,2012-10-17,"Berlin, Germany",within a day,67%,65%,f,Britz,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Britz,Neukölln,52.44787,13.4394,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Iron"", ""Wifi"", ""Free street parking"", ""Garden view"", ""Oven"", ""Hot water"", ""TV"", ""Central heating"", ""Cooking basics"", ""Outdoor furniture"", ""Bathtub"", ""Private backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Hangers"", ""Fire extinguisher"", ""Hot water kettle"", ""Essentials"", ""Private entrance"", ""Books and reading material"", ""Stove"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Coffee maker"", ""Dining table"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$80.00,3,21,3.0,21.0,0,18,48,48,92,151,12080.0,4.72,4.76,4.72,4.7,0.63
248,753152,https://www.airbnb.com/rooms/753152,2025-06-21,city scrape,Nice and spacious attic,3316798,https://www.airbnb.com/users/show/3316798,Elen,2012-08-20,"Berlin, Germany",within a day,100%,29%,f,Prenzlauer Berg,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Nordwest,Pankow,52.54653,13.40217,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Oven"", ""Children\u2019s books and toys"", ""Washer"", ""Hot water"", ""Cooking basics"", ""Lockbox"", ""Patio or balcony"", ""Self check-in"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""High chair"", ""Hangers"", ""Essentials"", ""Stove"", ""Pets allowed"", ""Hair dryer"", ""Heating"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware""]",$150.00,5,60,5.0,60.0,14,44,52,303,114,76,11400.0,4.88,4.82,4.86,4.77,0.77
265,819740,https://www.airbnb.com/rooms/819740,2025-06-21,city scrape,Above the roofs of Berlin Neukölln!,4305175,https://www.airbnb.com/users/show/4305175,Lio & Ete,2012-12-02,"Berlin, Germany",within a day,80%,68%,f,Neukölln,2.0,2.0,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Rixdorf,Neukölln,52.47714,13.45189,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Iron"", ""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Baby monitor"", ""Babysitter recommendations"", ""Oven"", ""Children\u2019s books and toys"", ""Hot water"", ""Laundromat nearby"", ""Freezer"", ""City skyline view"", ""Children\u2019s dinnerware"", ""Record player"", ""Cooking basics"", ""Electric stove"", ""Outdoor furniture"", ""Free parking on premises"", ""Baking sheet"", ""Bathtub"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free washer \u2013 In building"", ""Smoke alarm"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""Coffee maker: espresso machine, french press"", ""High chair"", ""Crib"", ""Body soap"", ""Long term stays allowed"", ""Hot water kettle"", ""Essentials"", ""Books and reading material"", ""Baby bath"", ""Courtyard view"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Piano"", ""Hair dryer"", ""Outlet covers"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Changing table"", ""Dedicated workspace"", ""Blender"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$129.00,4,1125,4.0,1125.0,9,13,16,287,88,164,21156.0,4.84,4.76,4.78,4.72,0.6
285,880250,https://www.airbnb.com/rooms/880250,2025-06-20,city scrape,Furnished apartment Corbusier house,4655176,https://www.airbnb.com/users/show/4655176,Benedikt,2013-01-10,"Berlin, Germany",within a day,100%,100%,f,Westend,1.0,1.0,"['email', 'phone']",t,t,,Heerstrasse,Charlottenburg-Wilm.,52.50865,13.24357,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Private patio or balcony"", ""Cleaning products"", ""Wifi"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Oven"", ""Laundromat nearby"", ""Hot water"", ""City skyline view"", ""Cooking basics"", ""Outdoor furniture"", ""Free parking on premises"", ""Elevator"", ""Baking sheet"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Single level home"", ""Trash compactor"", ""Long term stays allowed"", ""Hangers"", ""Shared backyard \u2013 Not fully fenced"", ""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Stove"", ""Extra pillows and blankets"", ""Host greets you"", ""Heating"", ""Dining table"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Toaster"", ""Dedicated workspace"", ""Outdoor dining area"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware""]",$32.00,92,500,92.0,500.0,0,0,0,0,18,184,5888.0,4.61,4.44,4.28,4.28,0.15
288,899265,https://www.airbnb.com/rooms/899265,2025-06-21,previous scrape,A View of Trees in Friedrichshain,4800774,https://www.airbnb.com/users/show/4800774,N. Maria,2013-01-22,"Berlin, Germany",within a day,78%,50%,f,Friedrichshain,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,52.50331,13.4566,Private room in rental unit,Private room,1,,1 shared bath,1.0,,"[""Park view"", ""Wifi"", ""Host greets you"", ""Heating"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Bed linens"", ""Dedicated workspace"", ""Essentials"", ""Kitchen"", ""Dishes and silverware""]",,92,1125,92.0,1125.0,30,60,90,365,33,0,,4.15,3.85,4.85,4.15,0.4
306,993985,https://www.airbnb.com/rooms/993985,2025-06-21,city scrape,Zimmer in Schöneberg,4198616,https://www.airbnb.com/users/show/4198616,Meimouna,2012-11-20,"Berlin, Germany",within a day,90%,54%,f,Schöneberg,1.0,1.0,"['email', 'phone']",t,t,"Berlin, Germany",Schöneberg-Süd,Tempelhof - Schöneberg,52.48648,13.35029,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Host greets you"", ""Coffee maker"", ""Heating"", ""Smoke alarm"", ""Washer"", ""Refrigerator"", ""Essentials"", ""Kitchen""]",$55.00,3,1125,3.0,1125.0,4,5,16,93,91,255,14025.0,4.86,4.63,4.92,4.79,0.81
307,997825,https://www.airbnb.com/rooms/997825,2025-06-21,city scrape,Apartment in Berlin Prenzlauer Berg,5483335,https://www.airbnb.com/users/show/5483335,Julia,2013-03-16,"Berlin, Germany",within a day,100%,67%,f,Prenzlauer Berg,1.0,1.0,"['email', 'phone']",t,t,,Prenzlauer Berg Südwest,Pankow,52.53994,13.40936,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Patio or balcony"", ""Wifi"", ""Heating"", ""TV"", ""Essentials"", ""Kitchen"", ""Dishes and silverware""]",$85.00,3,7,3.0,7.0,3,3,3,3,154,0,0.0,4.82,4.71,4.97,4.79,1.04
317,1052941,https://www.airbnb.com/rooms/1052941,2025-06-20,city scrape,Ferienwohnung Köpenick-Müggelspree,5797841,https://www.airbnb.com/users/show/5797841,Barbara,2013-04-06,"Berlin, Germany",within a day,90%,86%,t,Friedrichshagen,1.0,3.0,"['email', 'phone']",t,t,,Friedrichshagen,Treptow - Köpenick,52.44656,13.61662,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Free street parking"", ""Garden view"", ""Children\u2019s books and toys"", ""Hot water"", ""TV"", ""Beach access \u2013 Beachfront"", ""Cooking basics"", ""Lake view"", ""Shampoo"", ""Long term stays allowed"", ""Hangers"", ""Lake access"", ""Backyard"", ""Essentials"", ""Luggage dropoff allowed"", ""Host greets you"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware""]",$57.00,4,365,4.0,365.0,3,6,14,230,245,255,14535.0,4.8,4.68,4.89,4.86,1.85
